Company Name	Number	URL	is_b2b	serves_1000	sales_pitch	matched_golden_partner	match_reasoning	Industry	Avg Leads Per Day	Rank
hkg.ch	'+41 58 360 60 60	http://www.hkg.ch	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation für Industrieunternehmen spezialisiert hat, insbesondere im Bereich Wartung und Anlagenmanagement. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	RODIAS GmbH	Gemeinsame Ausrichtung auf Digitalisierung und IT-Lösungen für Industrieunternehmen.; RODIAS bietet IT-Beratung und Softwareentwicklung für die Wartung und das Asset Management komplexer technischer Anlagen, was gut zu den Dienstleistungen von HKG im Bereich Gebäudeautomation und Energie passt.; Beide Unternehmen zielen auf die Optimierung von Prozessen und die Steigerung der Effizienz durch Technologie ab.	Engineering and Consulting	8.0	19.0
Gossweiler Ingenieure AG	'+41 44 802 77 11	http://www.gossweiler.com	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Software für Bauingenieure, das eine innovative App für digitale Vermessung und Navigation im Tiefbau anbietet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	SitePlan GmbH	Gemeinsame Branche: Bauingenieurwesen und Bautechnik.; Ähnliche Produkte/Services: Digitale Lösungen für Vermessung und Navigation im Bauwesen.; Gossweiler bietet Baudienstleistungen an, während SitePlan Software für Bauingenieure bereitstellt.	Engineering	5.0	11.0
Air-Glaciers SA	'+41 33 856 05 60	http://www.air-glaciers.ch	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Construction Tech, das eine App für digitales Vermessen und Navigieren im Tiefbau anbietet und sich an Bauunternehmen richtet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	SitePlan GmbH	Ähnliche Dienstleistungen für alpine Regionen: Air Glaciers bietet Helikopterdienste in alpinen Regionen an, während SitePlan GmbH Software für das digitale Vermessen und Navigieren im Tiefbau anbietet, was für Bauprojekte in diesen Regionen relevant sein könnte.; Gemeinsame Zielgruppe: Air Glaciers bedient Fachleute und die breite Öffentlichkeit, während SitePlan GmbH Bauunternehmen anspricht, was eine Überschneidung im Bereich der Infrastrukturprojekte impliziert.; Fokus auf Technologie zur Verbesserung von Prozessen: Air Glaciers nutzt fortschrittliche medizinische Ausrüstung, während SitePlan GmbH GPS- und GNSS-Technologie zur Vermessung einsetzt.	Helicopter Services	5.0	11.0
Softcom	'+41 26 422 80 90	http://www.softcom.pro	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation im Industriesektor spezialisiert hat und Lösungen für die Wartung und das Asset Management anbietet. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	RODIAS GmbH	Gemeinsame Ausrichtung auf IT-Lösungen für Industrieunternehmen.; Überschneidung im Bereich der digitalen Transformation und Softwareentwicklung.; Fokus auf die Optimierung von Prozessen durch IT-Beratung.	Software Development	8.0	19.0
German UDS	'+49 33 196892020	http://www.german-uds.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning für den Gesundheits- und Sozialbereich, das sich an Krankenhäuser, Pflegeheime und soziale Einrichtungen richtet. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	Relias Learning GmbH	Gemeinsame Ausrichtung auf digitale Bildung.; Zielgruppe: Studenten, Berufstätige und Bildungseinrichtungen (Überschneidung mit Hochschulen, Universitäten und Fachkräften).; Ähnliche Produkte/Services: E-Learning-Plattformen und Online-Kurse.	Higher Education	8.0	6.0
OPUS ONE Recruitment GmbH	'+49 89 890648113	http://www.opusone.team	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Personalvermittlung, das ebenfalls Arbeitgeber im Gesundheitswesen anspricht. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	MEDWING GmbH	Direkte Übereinstimmung in der Branche: Digitale Personalvermittlungsplattform für Fachkräfte im Gesundheitswesen.; Ähnliche Dienstleistungen: Personalvermittlung und Rekrutierung.; Gemeinsame Zielgruppe: Arbeitgeber im Gesundheitswesen.	Personnel Services/Recruiting	5.0	24.0
Somedia AG	'+41 81 255 50 65	http://www.somedia.ch	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Verlagswesen und digitale Marketingdienstleistungen, das ebenfalls kleine und mittlere Unternehmen (KMUs) anspricht. Für dieses Unternehmen generieren wir täglich 1 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	Schlütersche Verlagsgesellschaft mbH & Co. KG	Gemeinsame Branche: Medien (Verlagswesen und digitale Marketingdienstleistungen); Ähnliche Produkte/Services: Online-Marketing-Services für KMUs (Website-Erstellung, SEO, SEA, Social Media Marketing); Zielgruppe: Kleine und mittlere Unternehmen (KMUs)	Media	1.0	41.0
Cadwork-04	'+41 61 278 90 10	http://www.cadwork.ca	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Bausoftware, das ebenfalls Bauunternehmen anspricht. Für dieses Unternehmen generieren wir täglich 6 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	reebuild	Gemeinsame Branche: Bausoftware.; Ähnliche Produkte/Services: KI-gestützte Automatisierung und Digitalisierung für Bauunternehmen.; Zielgruppe: Bauunternehmen.	Construction Software	6.0	15.0
Gsell Medical Plastics AG	'+41 56 675 40 40	http://www.gsell.ch	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich nachhaltige Blisterverpackungslösungen für die Pharmaindustrie, das sich ebenfalls an Apotheken und Pflegeeinrichtungen richtet. Für dieses Unternehmen generieren wir täglich 10 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	go.ecoblister GmbH	Gemeinsame Zielgruppe: Medizinischer Sektor und Pflegeeinrichtungen.; Ähnliche Produkte/Services: Anbieter von nachhaltigen Verpackungslösungen für medizinische Produkte und Instrumente.; Überschneidung im Bereich der wiederverwendbaren und Einweg-Instrumente durch nachhaltige Blisterverpackungen.	Medical and Industrial Plastics	10.0	1.0
naoenergy	'+41 58 255 01 50	http://www.naoenergy.ch	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Dienstleistungen und Smart-Home-Technologie, das sich ebenfalls an Seniorenresidenzen und Pflegeeinrichtungen richtet. Für dieses Unternehmen generieren wir täglich 3 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	visitronic GmbH	Überschneidung im Bereich Smart Home Technologie, insbesondere im Kontext von Energieeffizienz und Automatisierung.; Gemeinsame Zielgruppe: visitronic bietet Dienstleistungen für Seniorenresidenzen und Pflegeeinrichtungen an, was eine potenzielle Synergie mit den Zielsegmenten von NAO Energy darstellt.; Ähnliche Dienstleistungen: Installation und Wartung von Systemen, die auch im Angebot von NAO Energy enthalten sind (z.B. IT-Systeme, Telekommunikation).	Sustainable Energy Solutions	3.0	29.0
Média One Contact SA	'+41 22 909 69 69	http://www.mediaone.ch	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation von Industrieunternehmen mit komplexen technischen Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	RODIAS GmbH	Gemeinsame Branche: IT-Beratung und IT-Dienstleistungen.; Ähnliche Dienstleistungen: IT-Strategieberatung, Software-Projektmanagement und kundenspezifische Softwareentwicklung.; Fokus auf digitale Transformation und Prozessoptimierung in Unternehmen.	IT Services	8.0	19.0
EGRO SUISSE	41566169595.0	http://www.egrosuisse.ch	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Healthcare IT, das digitale Speisebestellsysteme für Kliniken anbietet und sich an moderne Kliniken richtet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	HospiChef UG (haftungsbeschränkt)	Gemeinsame Zielgruppe: Kliniken und das Gesundheitswesen.; Ähnliche Ausrichtung: Digitale Lösungen für den Gastronomiebereich im Gesundheitswesen.; Automatisierung von Prozessen.	Coffee Machine Manufacturing	5.0	23.0
Bracher & Partner	'+41 31 326 71 71	http://www.bracherpartner.ch	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Digitalagentur, die sich auf die Digitalisierung und das Online-Marketing von Anwaltskanzleien spezialisiert hat. Für dieses Unternehmen generieren wir täglich 3 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	Digitalagentur1	Direkte Übereinstimmung: Spezialisierung auf Dienstleistungen für Anwaltskanzleien.; Ähnliche Dienstleistungen: Prozessoptimierung und Digitalisierung für Anwaltskanzleien.; Überschneidung im Angebot: Webentwicklung und Online-Marketing für Anwaltskanzleien.	Law Firm and Notary's Office	3.0	26.0
Witty GmbH & Co. KG	'+49 8292 999338	http://www.witty.eu	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Großhandel für Reinigungs- und Pflegeprodukte, das ebenfalls Hotels, Schwimmbäder, Pflegeeinrichtungen und andere Betriebe mit hohen Hygienestandards beliefert. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	GVS-GROSSVERBRAUCHERSPEZIALISTEN eG	Gemeinsame Zielgruppe: Betriebe mit hohen Hygienestandards, einschließlich Hotels, Schwimmbäder, Pflegeeinrichtungen und Krankenhäuser.; Ähnliche Produkte/Services: Reinigungschemikalien, Desinfektionsmittel und Produkte für die Waschraumhygiene.; GVS bietet auch Produkte für die Altenpflege an, was gut zu Wittys Zielgruppe der Pflegeeinrichtungen passt.	Hygiene Solutions and Services	5.0	32.0
Allocare AG	'+41 62 748 65 65	http://www.allocare.com	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation im Bereich Anlagen- und Wartungsmanagement spezialisiert hat und Industrieunternehmen mit komplexen technischen Anlagen als Zielgruppe hat. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	RODIAS GmbH	Gemeinsame Ausrichtung auf die Digitalisierung von Prozessen.; Fokus auf Datenmanagement und Reporting im Kontext von Anlagen und Wartung.; Angebot von IT-Beratung und kundenspezifischen Softwarelösungen.	Data Management and Reporting Services	8.0	19.0
Genossenschaft Alterszentrum Kreuzlingen	'+41 71 350 60 00	http://www.azk.ch	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich nachhaltige Medikamentenverpackungslösungen, das ebenfalls Pflegeeinrichtungen und Seniorenheime anspricht. Für dieses Unternehmen generieren wir täglich 10 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	go.ecoblister GmbH	Gemeinsame Zielgruppe: Pflegeeinrichtungen (einschließlich Pflegeheime und Seniorenheime); Beide Unternehmen bedienen den Bedarf an Dienstleistungen und Produkten für Senioren.; go.ecoblister bietet nachhaltige Medikamentenverpackungslösungen, die für die Medikamentenversorgung in Senioreneinrichtungen relevant sind.	Senior Care	10.0	1.0
DETEC AG	'+41 52 244 29 00	http://www.detec-fs.ch	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Consulting, das sich auf die digitale Transformation im Bereich Wartung und Anlagenmanagement spezialisiert hat und Industrieunternehmen mit komplexen technischen Anlagen anspricht. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	RODIAS GmbH	Fokus auf die Digitalisierung von Prozessen.; Bietet IT-Lösungen für die Wartung und das Asset Management komplexer technischer Anlagen.; Ähnliche Dienstleistungen im Bereich Consulting und Service.	Facility Management	8.0	19.0
ProNet Services SA	'+41 22 320 55 37	http://www.pronetservices.ch	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Großhandel für Reinigungs- und Hygieneprodukte, das sich an professionelle Reinigungsdienstleister und andere B2B-Kunden richtet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	GVS-GROSSVERBRAUCHERSPEZIALISTEN eG	Überschneidung im Bereich Reinigungs- und Hygieneprodukte für Geschäftskunden.; GVS bietet ein breites Sortiment an Reinigungs- und Pflegeprodukten, das zu den Reinigungsdienstleistungen von ProNet Services passt.; GVS bedient den B2B-Sektor, was eine klare Übereinstimmung mit ProNet Services darstellt.	Cleaning and Maintenance	5.0	32.0
Aregger AG Bauunternehmung	'+41 41 929 50 50	http://www.aregger-ag.ch	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Software für Bauingenieurwesen, das eine innovative App für digitale Vermessung im Tiefbau anbietet und sich an Bauunternehmen richtet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	SitePlan GmbH	Gemeinsame Branche: Baugewerbe/Bauingenieurwesen.; Ähnliche Produkte/Services: Digitale Lösungen und Software für Bauprojekte.; Zielgruppe: Bauunternehmen, insbesondere im Tiefbau.	Construction	5.0	11.0
Assidu SA - Ticino	'+41 32 421 47 00	http://www.assidu.ch	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Softwareunternehmen aus dem Bereich eSignatur-Lösungen, das sich ebenfalls an KMUs richtet. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	tegoly	Gemeinsame Zielgruppe: KMUs (Kleine und Mittelständische Unternehmen).; Ähnliche Produkte/Services: Lösungen, die auf Effizienzsteigerung und Digitalisierung abzielen.; Branchenüberschneidung: Lösungen für Unternehmen, die Wert auf sichere und rechtskonforme Prozesse legen (z.B. durch eIDAS und GDPR).	Financial Services	8.0	12.0
RM Group (Switzerland)	'+41 58 356 07 19	http://www.rmgroup.ch	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Personalvermittlung im Gesundheitswesen, das sich an Arbeitgeber richtet, die medizinisches Fachpersonal suchen. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	MEDWING GmbH	Gemeinsame Zielgruppe: Arbeitgeber im Gesundheitswesen, die Fachkräfte suchen.; Ähnliche Dienstleistungen: Personalvermittlung und Rekrutierung von Spezialisten.; Überschneidung im Bereich der Vermittlung von IT- und Pharma-Spezialisten.	Contractor Agency	5.0	24.0
